Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - Edlyft,https://www.crunchbase.com/funding_round/edlyft-seed--48c8d648,Edlyft,https://www.crunchbase.com/organization/edlyft,Seed,1400000,USD,1400000,2020-10-28,,,,Support platform helping college students & adult learners through CS courses by pairing them with mentors and online group tutoring.,"E-Learning, Education","San Francisco, California, United States, North America",https://edlyft.com/,,Seed,"Backstage Capital, January Ventures, Jeff Weiner, Kapor Capital, Kleiner Perkins, Twenty Seven Ventures, Village Global, Y Combinator"
Series E - Faire,https://www.crunchbase.com/funding_round/indigo-fair-series-e--3eae66ca,Faire,https://www.crunchbase.com/organization/indigo-fair,Series E,170000000,USD,170000000,2020-10-27,2330000000,USD,2330000000,Faire is a curated marketplace for local retailers to discover the best makers and brands to stock their stores risk-free.,"E-Commerce, Marketplace, Retail, Retail Technology, Wholesale","San Francisco, California, United States, North America",https://www.faire.com,$10M to $50M,Late Stage Venture,"D1 Capital Partners, Dragoneer Investment Group, DST Global, Forerunner Ventures, Founders Fund, Khosla Ventures, Lightspeed Venture Partners, Norwest Venture Partners, Sequoia Capital, Y Combinator"
Seed Round - SiPhox,https://www.crunchbase.com/funding_round/siphox-seed--ccc3a366,SiPhox,https://www.crunchbase.com/organization/siphox,Seed,5800000,USD,5800000,2020-10-24,,,,SiPhox offers a handheld optical chip-based medical diagnostics platform for point-of-care and at-home testing.,"Apps, Health Care, Medical Device","Cambridge, Massachusetts, United States, North America",https://www.siphox.bio/,Less than $1M,Seed,"Evan Cheng, Khosla Ventures, Metaplanet Holdings, Vituity, Y Combinator"
Seed Round - Here,https://www.crunchbase.com/funding_round/here-seed--2e62109e,Here,https://www.crunchbase.com/organization/here,Seed,2900000,USD,2900000,2020-10-22,,,,"Here's where teams and friends connect in personal, shareable and flexible video","Information and Communications Technology (ICT), Video Chat, Video Conferencing","New York, New York, United States, North America",https://here.fm/,Less than $1M,Seed,"FirstMark, Y Combinator"
Seed Round - Vitable Health,https://www.crunchbase.com/funding_round/vitable-health-seed--d749fd62,Vitable Health,https://www.crunchbase.com/organization/vitable-health,Seed,1600000,USD,1600000,2020-10-21,,,,Vitable Health is a healthcare safeguard that gives acute and preventative coverage.,"Health Care, Health Insurance, Insurance","Woodlyn, Pennsylvania, United States, North America",https://www.vitablehealth.com/,,Seed,"Allison Pickens, Commerce Ventures, Coughdrop Capital, DNA Capital, Immad Akhund, Manoj Pinna, MSA Capital, SB Opportunity Fund, SoftBank, Y Combinator"
Seed Round - Verifiable,https://www.crunchbase.com/funding_round/verifiable-seed--2f601030,Verifiable,https://www.crunchbase.com/organization/verifiable,Seed,3000000,USD,3000000,2020-10-20,,,,"Verifiable is building an API to automate license verification for healthcare providers, integrating with state and federal sources.","Health Care, Real Time, Software","San Francisco, California, United States, North America",https://verifiable.com/,,Seed,"Jack Altman, Liquid 2 Ventures, Max Mullen, Sahil Lavingia, Soma Capital, Struck Capital, Tiger Global Management, Y Combinator"
Seed Round - Index,https://www.crunchbase.com/funding_round/index-841d-seed--df9721c5,Index,https://www.crunchbase.com/organization/index-841d,Seed,2600000,USD,2600000,2020-10-20,,,,Index wants companies to use its no-code dashboard builder to help visualize their KPIs and track performance.,"Information Technology, Internet, Software","San Francisco, California, United States, North America",https://tryindex.com,,Seed,"Abstract Ventures, David Sacks, Gradient Ventures, Slack Fund, Terrence Rohan, Y Combinator"
Seed Round - Arist,https://www.crunchbase.com/funding_round/arist-seed--a90699ac,Arist,https://www.crunchbase.com/organization/arist,Seed,1900000,USD,1900000,2020-10-15,13100000,USD,13100000,"Arist is created to make learning as personal and frictionless as possible, one text message at a time.",,"Wellesley, Massachusetts, United States, North America",https://www.arist.co,$1M to $10M,Seed,"Acadian Ventures, Adam Goldstein, Craft Ventures, Derek Schoettle, Emles Venture Partners, Global Founders Capital, Hack VC, Liquid 2 Ventures, Rebel Fund, Soma Capital, Y Combinator"
Series A - Nabis,https://www.crunchbase.com/funding_round/nabis-series-a--25a78b66,Nabis,https://www.crunchbase.com/organization/nabis,Series A,5000000,USD,5000000,2020-10-15,,,,#1 Cannabis Distributor,"Cannabis, Logistics, Software, Supply Chain Management","San Francisco, California, United States, North America",https://www.nabis.com/,$1M to $10M,Early Stage Venture,"Babel Ventures, Gaingels, Justin Kan, Liquid 2 Ventures, Paul Buchheit, Soma Capital, Stanley Tang, Y Combinator"
Series C - Armory,https://www.crunchbase.com/funding_round/armory-series-c--7db24c2f,Armory,https://www.crunchbase.com/organization/armory,Series C,40000000,USD,40000000,2020-10-13,,,,"Armory is an enterprise software company commercializing the open-source continuous delivery platform, Spinnaker.","Cloud Computing, Cloud Infrastructure, Enterprise Applications, Enterprise Software, Information Technology, Internet, SaaS, Software","San Mateo, California, United States, North America",http://www.armory.io/,$1M to $10M,Late Stage Venture,"B Capital Group, Bain Capital Ventures, Crosslink Capital, Insight Partners, Javelin Venture Partners, Lead Edge Capital, Mango Capital, Marc Benioff, Y Combinator"
Seed Round - Memberstack,https://www.crunchbase.com/funding_round/memberstack-seed--481c93f1,Memberstack,https://www.crunchbase.com/organization/memberstack,Seed,2000000,USD,2000000,2020-10-13,,,,"Turn websites into members-only sites, dashboards, web apps, and intranets.",,"Williamsburg, Virginia, United States, North America",https://www.memberstack.io/,,Seed,"1517 Fund, Andrew Lee, Gradient Ventures, Kevin Lin, Liquid 2 Ventures, Tiny Capital, Village Global, Y Combinator"
Series D - Razorpay,https://www.crunchbase.com/funding_round/razorpay-series-d--34b07c92,Razorpay,https://www.crunchbase.com/organization/razorpay,Series D,100000000,USD,100000000,2020-10-12,900000000,USD,900000000,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Financial Services, FinTech, Payments, Software","Bangalore, Karnataka, India, Asia",https://razorpay.com/,$10M to $50M,Late Stage Venture,"GIC, Matrix Partners, Ribbit Capital, Sequoia Capital India, Tiger Global Management, Y Combinator"
Series C - MessageBird,https://www.crunchbase.com/funding_round/messagebird-series-c--b2b7d2f7,MessageBird,https://www.crunchbase.com/organization/messagebird,Series C,200000000,USD,200000000,2020-10-08,2800000000,USD,2800000000,MessageBird is a cloud communications platform that connects enterprises to their global customers.,"Cloud Computing, Enterprise Software, Messaging, Telecommunications","Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.messagebird.com/,$50M to $100M,Late Stage Venture,"Accel, Atomico, Bonnier Ventures, Glynn Capital Management, Lightrock, Longbow Capital, Mousse Partners, NewView Capital, Spark Capital, Y Combinator"
Series B - Shogun,https://www.crunchbase.com/funding_round/shogun-series-b--c9a72110,Shogun,https://www.crunchbase.com/organization/shogun,Series B,35000000,USD,35000000,2020-10-07,,,,Shogun is an E-commerce platform that helps brands create unique buying experiences and optimize their online stores.,"E-Commerce, SaaS, Web Design, Web Development","Walnut, California, United States, North America",https://getshogun.com,Less than $1M,Early Stage Venture,"Accel, Alex O'Byrne, Brian Grady, Bryant Chou, Initialized Capital, Mark Lavelle, Mark Lenhard, Romain Lapeyre, VMG Partners, Y Combinator"
Series D - GrubMarket,https://www.crunchbase.com/funding_round/grubmarket-inc-series-d--fca491eb,GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,Series D,90000000,USD,90000000,2020-10-05,390000000,USD,390000000,GrubMarket supplies local fresh food online with affordable prices and convenient delivery.,"E-Commerce, Grocery, Internet, Marketing, Retail Technology","San Francisco, California, United States, North America",https://www.grubmarket.com,$1M to $10M,Late Stage Venture,"ACE & Company, BlackRock, Celtic House Venture Partners, CentreGold Capital, Digital Garage, GGV Capital, Marubeni, Mojo Partners, Reimagined Ventures, Scrum Ventures, Sixty Degree Capital, Trinity Capital, WI Harper Group, Y Combinator"
Seed Round - Lendtable,https://www.crunchbase.com/funding_round/lendtable-seed--e48b15af,Lendtable,https://www.crunchbase.com/organization/lendtable,Seed,3000000,USD,3000000,2020-10-01,,,,Lendtable provides income-constrained individuals with wealth-building cash advances.,"Credit Cards, Finance, Financial Services, FinTech, Personal Finance, Wealth Management","San Francisco, California, United States, North America",https://www.lendtable.com/,,Seed,"Bryce Hall, BT Growth Capital, Dennis Woodside, Green Visor Capital, Griffin Johnson, Josh Richards, Joshua Browder, Michael Gruen, Michael Vaughan, Partech, SB Opportunity Fund, Socii Capital, SoftBank, Steve Sarowitz, Streamlined Ventures, Valia Ventures, Valor Equity Partners, Y Combinator"
Seed Round - Alude,https://www.crunchbase.com/funding_round/alude-seed--19d1221b,Alude,https://www.crunchbase.com/organization/alude,Seed,3300000,USD,3300000,2020-09-30,,,,Alude is a database company that simplifies the process of buying and leasing of real-estate.,"Database, Real Estate, Software","São Paulo, Sao Paulo, Brazil, South America",https://www.alude.com.br/,$1M to $10M,Seed,"Arthur Lazarte, Brian Requarth, Eduardo Pontes, Gabriel Benarros, Global Founders Capital, Henrique Dubugras, Hugo Barra, MAYA Capital, Ribbit Capital, William Hockey, Y Combinator"
Seed Round - Yotta Savings,https://www.crunchbase.com/funding_round/yotta-saving-seed--9dc4d7f9,Yotta Savings,https://www.crunchbase.com/organization/yotta-saving,Seed,3300000,USD,3300000,2020-09-30,,,,Yotta Savings offers free FDIC-insured bank savings accounts and rewards savings account depositors with weekly prize drawings.,"Finance, Financial Services, FinTech","New York, New York, United States, North America",https://withyotta.com/,$1M to $10M,Early Stage Venture,"CapitalX, Chapter One Ventures, FundersClub, Kevin Breay, Slow Ventures, TwentyTwo VC, Y Combinator"
Seed Round - Multis,https://www.crunchbase.com/funding_round/multis-seed--b4c4ecdb,Multis,https://www.crunchbase.com/organization/multis,Seed,2200000,USD,2200000,2020-09-29,,,,"Multis provides financial services for companies holding euros, dollars, and cryptocurrencies. We are building the best crypto wallet designed for businesses who need to scale, move fast, make the most of their crypto and fiat currencies.We're helping these companies embrace cryptocurrencies and shape a global and borderless economy.","Blockchain, Consulting, Cryptocurrency, FinTech, Human Resources, Information Technology, Insurance, Internet, Software, Venture Capital","San Francisco, California, United States, North America",https://multis.co,$1M to $10M,Seed,"Coinbase Ventures, Digital Currency Group, Greenfield One, SGH CAPITAL, White Star Capital, Y Combinator"
Seed Round - StayQrious,https://www.crunchbase.com/funding_round/stayqrious-seed--182adbdc,StayQrious,https://www.crunchbase.com/organization/stayqrious,Seed,2000000,USD,2000000,2020-09-29,,,,StayQrious is an edtech company that focusses on essential 21st century skills through live online coding classes.,"E-Learning, EdTech, Education","Bangalore, Karnataka, India, Asia",https://stayqrious.com/,,Seed,"Draper Associates, Dream Incubator, Lavni Ventures, LearnStart, Nitin Sharma, Y Combinator"
Seed Round - Datasaur,https://www.crunchbase.com/funding_round/datasaur-seed--c5708ffc,Datasaur,https://www.crunchbase.com/organization/datasaur,Seed,2800000,USD,2800000,2020-09-29,,,,Datasaur develops productive tools designed for data labeling needs.,"Artificial Intelligence, Information Technology, Productivity Tools","Sunnyvale, California, United States, North America",https://www.datasaur.ai,$1M to $10M,Seed,"Greg Brockman, Initialized Capital, Y Combinator"
Seed Round - BukuWarung,https://www.crunchbase.com/funding_round/bukuwarung-seed--6703765b,BukuWarung,https://www.crunchbase.com/organization/bukuwarung,Seed,,,,2020-09-28,,,,BukuWarung is a startup building an accounting and credit management app that helps micro-businesses track their financial transactions.,"Accounting, Credit, FinTech, Small and Medium Businesses","Jakarta, Jakarta Raya, Indonesia, Asia",https://bukuwarung.com,,Early Stage Venture,"20VC, Allison Barr Allen, DST Global, GMO VenturePartners, Harry Stebbings, HOF Capital, JAM Fund, Josh Buckley, Justin Mateen, Manik Gupta, Nancy Xiao, Rahul Vohra, Scott Belsky, Soma Capital, Sriram Krishnan, VentureSouq, William Hockey, Y Combinator"
Series D - ShipBob,https://www.crunchbase.com/funding_round/shipbob-series-d--48e394f3,ShipBob,https://www.crunchbase.com/organization/shipbob,Series D,68000000,USD,68000000,2020-09-28,,,,ShipBob is a technology company that fulfills e-commerce orders for direct-to-consumer brands.,"E-Commerce, Logistics, Mobile, SaaS, Shipping, Software","Chicago, Illinois, United States, North America",http://www.shipbob.com/,$10M to $50M,Late Stage Venture,"Bain Capital Ventures, Hyde Park Angels, Hyde Park Venture Partners, Menlo Ventures, SoftBank Vision Fund, Y Combinator"
Series A - PayMongo,https://www.crunchbase.com/funding_round/paymongo-series-a--dfe146e3,PayMongo,https://www.crunchbase.com/organization/paymongo,Series A,12000000,USD,12000000,2020-09-28,,,,PayMongo is a payment processing startup that provides a payments API that can be integrated into mobile apps or websites.,"Financial Services, FinTech, Payments","Taguig, Rizal, Philippines, Asia",https://paymongo.com,$1M to $10M,Early Stage Venture,"Bedrock Capital, Global Founders Capital, Stripe, Y Combinator"
Series A - Snappr,https://www.crunchbase.com/funding_round/snappr-2-series-a--50bd9b9b,Snappr,https://www.crunchbase.com/organization/snappr-2,Series A,10000000,USD,10000000,2020-09-28,,,,Snappr is a web and mobile-based platform that provides real-time matching of customer jobs to professional photographers.,"E-Commerce, Photo Editing, Photo Sharing, Photography, Software","San Francisco, California, United States, North America",https://www.snappr.co,$1M to $10M,Early Stage Venture,"Basis Set Ventures, Y Combinator, Yes VC"
Series B - Outschool,https://www.crunchbase.com/funding_round/outschool-series-b--eed5cddf,Outschool,https://www.crunchbase.com/organization/outschool,Series B,45000000,USD,45000000,2020-09-18,,,,"Outschool is a marketplace of live online classes for kids that connects learners, parents, and teachers together.","Children, E-Learning, EdTech, Education, Information Technology, Marketplace","San Francisco, California, United States, North America",https://outschool.com/,$1M to $10M,Early Stage Venture,"FundersClub, Lightspeed Venture Partners, Reach Capital, SV Angel, Union Square Ventures, Y Combinator"
Series A - Narrator,https://www.crunchbase.com/funding_round/ai-narrator-series-a--ceb6bafb,Narrator,https://www.crunchbase.com/organization/ai-narrator,Series A,6200000,USD,6200000,2020-09-17,,,,"Analyses built by experts, delivered in minutes","Analytics, Artificial Intelligence, Education","New York, New York, United States, North America",https://www.narrator.ai,,Early Stage Venture,"Flybridge, Initialized Capital, Y Combinator"
Series B - Volansi,https://www.crunchbase.com/funding_round/volans-i-series-b--f86bc567,Volansi,https://www.crunchbase.com/organization/volans-i,Series B,50000000,USD,50000000,2020-09-15,,,,"Volansi is a developer of logistics solutions through autonomous drone deliveries that facilitate long range, time-critical shipments.","Delivery, Drones, Logistics, Transportation","Concord, California, United States, North America",https://volansi.com/,$1M to $10M,Early Stage Venture,"AirFinance Ventures, Graphene Ventures, Harpoon, Icon Ventures, Lightspeed Venture Partners, Merck Global Health Innovation Fund, Outbound Capital, Y Combinator"
Series A - Courier,https://www.crunchbase.com/funding_round/try-courier-series-a--61470089,Courier,https://www.crunchbase.com/organization/try-courier,Series A,10100000,USD,10100000,2020-09-14,,,,"The fastest way for developers to build notifications for their app. Email, SMS, push, chat, and more.","Developer APIs, Internet, Messaging, SaaS, Software","San Francisco, California, United States, North America",https://www.courier.com,,Early Stage Venture,"Bessemer Venture Partners, Matrix Partners, Ott Kaukver, Slack Fund, Twilio, Umair Akeel, Y Combinator"
Series B - Deel,https://www.crunchbase.com/funding_round/deel-series-b--8eb1b8d6,Deel,https://www.crunchbase.com/organization/deel,Series B,30000000,USD,30000000,2020-09-09,,,,Deel is a payroll and compliance platform for international employees and contractors.,"FinTech, Human Resources, Payments, Recruiting","San Francisco, California, United States, North America",https://www.letsdeel.com,$1M to $10M,Early Stage Venture,"Alexis Ohanian, John Zimmer, Nat Friedman, Ryan Petersen, Spark Capital, William Hockey, Y Combinator"
Series B - Iron Ox,https://www.crunchbase.com/funding_round/iron-ox-series-b--4e5a3dcb,Iron Ox,https://www.crunchbase.com/organization/iron-ox,Series B,20000000,USD,20000000,2020-09-09,,,,Iron Ox is an operator of autonomous robotic greenhouses used to grow fresh and pesticide-free farm products.,"Agriculture, Green Building, GreenTech, Machine Learning, Robotics, Software, Sustainability","San Carlos, California, United States, North America",http://www.ironox.com/,$1M to $10M,Early Stage Venture,"Amplify Partners, At One Ventures, Crosslink Capital, Eniac Ventures, Pathbreaker Ventures, R7 Partners, Tuesday Capital, Y Combinator"
Seed Round - Tipe,https://www.crunchbase.com/funding_round/tipe-seed--a06435b3,Tipe,https://www.crunchbase.com/organization/tipe,Seed,2100000,USD,2100000,2020-09-09,,,,Tipe is a next generation API-first CMS for developers.,Internet,"San Francisco, California, United States, North America",https://tipe.io,Less than $1M,Seed,"CRV, M Ventures, Precursor Ventures, Y Combinator"
Series C - Truepill,https://www.crunchbase.com/funding_round/truepill-series-c--a89df248,Truepill,https://www.crunchbase.com/organization/truepill,Series C,75000000,USD,75000000,2020-09-09,,,,Truepill provides an API-connected healthcare infrastructure designed to revolutionize the patient experience.,"Health Care, Pharmaceutical","San Mateo, California, United States, North America",https://www.truepill.com/,$100M to $500M,Late Stage Venture,"Kaiser Permanente, Oak HC/FT, Optum Ventures, Sound Ventures, Y Combinator"
Seed Round - PopSQL,https://www.crunchbase.com/funding_round/popsql-seed--ea1e1218,PopSQL,https://www.crunchbase.com/organization/popsql,Seed,3400000,USD,3400000,2020-09-08,,,,"PopSQL is a modern, collaborative SQL editor for teams.","Business Intelligence, Developer Tools, Software","San Francisco, California, United States, North America",https://popsql.com,$1M to $10M,Seed,"Background Capital, Brian Norgard, Calvin French-Owen, FundersClub, Gradient Ventures, Guillermo Rauch, Immad Akhund, Jeff Chang, Jude Gomila, Max Mullen, Michelle Valentine, Naval Ravikant, Soma Capital, Work Life Ventures, Y Combinator"
Seed Round - Avo,https://www.crunchbase.com/funding_round/avo-9a0c-seed--18b58cc4,Avo,https://www.crunchbase.com/organization/avo-9a0c,Seed,3000000,USD,3000000,2020-09-03,,,,"Avo is a next-gen analytics governance platform for PMs, devs, and data scientists to plan and govern their product analytics.","Analytics, Big Data, Business Intelligence, Data Storage, Database, Developer APIs, Developer Tools, Enterprise Software, Events, SaaS","Walnut, California, United States, North America",https://www.avo.app/,,Seed,"Crowberry Capital, GGV Capital, Heavybit, Y Combinator"
Seed Round - Z Imaging,https://www.crunchbase.com/funding_round/z-imaging-seed--55a9119d,Z Imaging,https://www.crunchbase.com/organization/z-imaging,Seed,1300000,USD,1300000,2020-09-01,,,,Next-Generation Surgical Navigation and Robotics,"Augmented Reality, Health Care, Medical Device, Robotics, Software","Boston, Massachusetts, United States, North America",http://zimaging.io/,,Seed,"Artesian VC, Brinc, Emles Venture Partners, Particle Accelerator Limited, Plug and Play, Trevor Fetter, Y Combinator"
Seed Round - Taktile,https://www.crunchbase.com/funding_round/taktile-seed--b3e02875,Taktile,https://www.crunchbase.com/organization/taktile,Seed,,,,2020-09-01,,,,Putting Machine Learning to work,Machine Learning,"Berlin, Berlin, Germany, Europe",https://www.taktile.com/,,Early Stage Venture,Y Combinator
Seed Round - Bikayi,https://www.crunchbase.com/funding_round/bikayi-seed--7958394b,Bikayi,https://www.crunchbase.com/organization/bikayi,Seed,2000000,USD,2000000,2020-08-31,,,,Bikayi is a social e-commerce platform that allows merchandisers to create their online channel & communicate with subscribers in real-time.,"Digital Marketing, E-Commerce, Online Forums, Software","Hyderabad, Andhra Pradesh, India, Asia",https://app.bikayi.com/,,Seed,"Ankur Nagpal, Leonis Investissement, MANTIS Venture Capital, Pioneer Fund, Y Combinator"
Series A - Fondeadora,https://www.crunchbase.com/funding_round/fondeadora-series-a--a1483af3,Fondeadora,https://www.crunchbase.com/organization/fondeadora,Series A,14000000,USD,14000000,2020-08-27,,,,Fondeadora is a digital banking services company that aims to eliminate the inefficiencies related to the traditional banking system.,"Banking, Crowdfunding, Crowdsourcing, Debit Cards, Financial Services, FinTech, Internet","Mexico City, Distrito Federal, Mexico, North America",https://fondeadora.com,$1M to $10M,Early Stage Venture,"FinTech Collective, Gradient Ventures, IGNIA, Scott Belsky, Sound Ventures, Y Combinator"
Series A - Berbix,https://www.crunchbase.com/funding_round/berbix-series-a--2a9ddfe5,Berbix,https://www.crunchbase.com/organization/berbix,Series A,9000000,USD,9000000,2020-08-27,,,,Berbix develops identity verification software that uses machine learning techniques to instantly spot fraud.,"Developer APIs, Fraud Detection, Identity Management, Internet, Machine Learning, SaaS, Software","San Francisco, California, United States, North America",https://www.berbix.com,Less than $1M,Early Stage Venture,"AirAngels, Dan Rumennik, Fika Ventures, Initialized Capital, Mayfield Fund, Y Combinator"
Seed Round - Flocknet,https://www.crunchbase.com/funding_round/flocknet-seed--989ffc5c,Flocknet,https://www.crunchbase.com/organization/flocknet,Seed,,,,2020-08-27,,,,"Flocknet is building a search engine that allows users to search their Twitter network by job, workplace, location, and more.","Search Engine, Social Network, Twitter","San Francisco, California, United States, North America",https://www.flock.network/,,Seed,Y Combinator
Seed Round - OneKey,https://www.crunchbase.com/funding_round/onekey-f85c-seed--13e22e8f,OneKey,https://www.crunchbase.com/organization/onekey-f85c,Seed,,,,2020-08-27,,,,"OneKey develops a mobile keyboard to schedule, access CRM, and add todos — in any app.","Mobile Apps, Productivity Tools, Software","New York, New York, United States, North America",https://getonekey.io,,Seed,Y Combinator
Pre Seed Round - OpenUnit,https://www.crunchbase.com/funding_round/openunit-pre-seed--2c64af4d,OpenUnit,https://www.crunchbase.com/organization/openunit,Pre-Seed,150000,USD,150000,2020-08-27,,,,"OpenUnit specializes in the fields of reservation system, merchant solutions, and management software.","Information Technology, Internet, Software","Toronto, Ontario, Canada, North America",https://www.openunit.com/,$100M to $500M,Seed,Y Combinator
Series A - Raptor Maps,https://www.crunchbase.com/funding_round/raptor-maps-series-a--33a3d2af,Raptor Maps,https://www.crunchbase.com/organization/raptor-maps,Series A,5000000,USD,5000000,2020-08-26,,,,Raptor Maps develops software solutions for managing solar PV assets with drones.,"Asset Management, Computer Vision, Data Visualization, Drones, Energy, Software, Solar","Somerville, Massachusetts, United States, North America",http://www.raptormaps.com/,Less than $1M,Early Stage Venture,"Blue Bear Capital, Buoyant Ventures, Congruent Ventures, Data Point Capital, Massachusetts Clean Energy Center, Powerhouse Ventures, Struck Capital, Y Combinator"
Seed Round - Heron Data,https://www.crunchbase.com/funding_round/heron-seed--a0d0f162,Heron Data,https://www.crunchbase.com/organization/heron,Seed,1200000,USD,1200000,2020-08-25,,,,We categorise and label bank transaction data.,"Financial Exchanges, FinTech","London, England, United Kingdom, Europe",http://www.herondata.io,,Seed,"BoxGroup, Flex Capital, Jonathan Levin, Matt Robinson, Musha Ventures, Shivaas Gulati, Y Combinator"
Seed Round - Fieldguide,https://www.crunchbase.com/funding_round/fieldguide-seed--537b2213,Fieldguide,https://www.crunchbase.com/organization/fieldguide,Seed,,,,2020-08-25,,,,Powering the future of trust with software for modern assurance & advisory firms.,"Accounting, Compliance, Information Technology, Professional Services, SaaS, Software","San Francisco, California, United States, North America",https://www.fieldguide.io/,,Seed,"8VC, DNX Ventures, Floodgate, Fourth Realm, Global Founders Capital, Y Combinator"
Seed Round - Depict.ai,https://www.crunchbase.com/funding_round/depict-ai-seed--61256035,Depict.ai,https://www.crunchbase.com/organization/depict-ai,Seed,2700000,USD,2700000,2020-08-25,,,,Depict.ai is building a product recommendation engine to help bring “Amazon-quality” product recommendation for any e-commerce store.,"E-Commerce, Product Design, Product Management","Stockholm, Stockholms Lan, Sweden, Europe",https://depict.ai/,,Seed,"EQT, Initialized Capital, Northzone, Y Combinator"
Seed Round - Fancy,https://www.crunchbase.com/funding_round/fancy-9775-seed--fdfd5c43,Fancy,https://www.crunchbase.com/organization/fancy-9775,Seed,125000,USD,125000,2020-08-25,,,,Fancy is an application that offers the users the convenience to have drinks and snacks delivered within 30 minutes.,"Delivery, Food Delivery, Mobile Apps","London, England, United Kingdom, Europe",https://fancyapp.live/,,Seed,"Nate Matherson, Y Combinator"
Seed Round - Finch,https://www.crunchbase.com/funding_round/finch-8c42-seed--566be555,Finch,https://www.crunchbase.com/organization/finch-8c42,Seed,125000,USD,125000,2020-08-25,,,,Finch is the universal API for Payroll and HR,"Developer APIs, Developer Tools, FinTech, Human Resources","San Francisco, California, United States, North America",https://tryfinch.com/,,Seed,"Homebrew, Y Combinator"
Seed Round - Seam,https://www.crunchbase.com/funding_round/seam-seed--6ac82826,Seam,https://www.crunchbase.com/organization/seam,Seed,125000,USD,125000,2020-08-25,,,,Seam is an API for developers to control homes and buildings.,"Developer APIs, Internet of Things, Productivity Tools","San Francisco, California, United States, North America",https://getseam.com/,,Seed,"Bradley Horowitz, Pioneer Fund, Root Ventures, Y Combinator"
Seed Round - Vena Vitals,https://www.crunchbase.com/funding_round/vena-vitals-seed--a8ce6d14,Vena Vitals,https://www.crunchbase.com/organization/vena-vitals,Seed,125000,USD,125000,2020-08-25,,,,Vena Vitals offers an innovative solution to monitor blood pressure by using a soft stretchable sensor that provides clinical accuracy.,"Health Care, Medical Device","Irvine, California, United States, North America",https://evonexus.org/evonexus-companies/vena-vitals/,Less than $1M,Seed,"Eric Kwan, Morado Ventures, Y Combinator"
Seed Round - Life Sciences Key Technologies,https://www.crunchbase.com/funding_round/life-sciences-key-technologies-lsk-seed--eaf82d14,Life Sciences Key Technologies,https://www.crunchbase.com/organization/life-sciences-key-technologies-lsk,Seed,125000,USD,125000,2020-08-25,,,,LSK Technologies is a company that provides a low cost and an effective diagnostic device that tests Covid19 and other hundreds of diseases.,"Electronic Health Record (EHR), Health Care, Medical Device","Kitchener, Ontario, Canada, North America",https://www.lifesci-key.com/,$1M to $10M,Seed,"Front Row Ventures, Y Combinator"
Pre Seed Round - Piepacker,https://www.crunchbase.com/funding_round/piepacker-pre-seed--a52254a4,Piepacker,https://www.crunchbase.com/organization/piepacker,Pre-Seed,550000,USD,550000,2020-08-25,,,,Piepacker is a free cloud gaming platform to hang out and plays premium retro games online.,"Casual Games, Cloud Data Services, Online Games, Video Games","Santa Clara, California, United States, North America",https://piepacker.com/,Less than $1M,Seed,"Kima Ventures, Serena, Y Combinator"
Pre Seed Round - Todos Comemos,https://www.crunchbase.com/funding_round/todos-comemos-pre-seed--9e984a83,Todos Comemos,https://www.crunchbase.com/organization/todos-comemos,Pre-Seed,150000,USD,150000,2020-08-25,,,,Todos Comemos delivers ready to cook meal kits by directly sourcing food from production facilities to offer meal kits at affordable prices.,"Consumer Goods, Food and Beverage, Food Delivery","Bogotá, Distrito Especial, Colombia, South America",https://www.todoscomemos.com/,,Seed,Y Combinator
Seed Round - Openbase,https://www.crunchbase.com/funding_round/openbase-seed--a99c02c9,Openbase,https://www.crunchbase.com/organization/openbase,Seed,125000,USD,125000,2020-08-25,,,,"Openbase helps developers choose among millions of open-source packages, so they can build amazing products faster.","Developer Tools, Information Technology, Open Source","San Francisco, California, United States, North America",https://openbase.com,,Seed,Y Combinator
Seed Round - Hellometer,https://www.crunchbase.com/funding_round/hellometer-seed--428ee16e,Hellometer,https://www.crunchbase.com/organization/hellometer,Seed,125000,USD,125000,2020-08-25,,,,Hellometer is a service that makes managing fast food restaurants easier.,"Information Services, Information Technology","Mountain View, California, United States, North America",https://hellometer.io/,,Seed,"Y Combinator, Zillionize Angel"
Seed Round - CarbonChain,https://www.crunchbase.com/funding_round/carbonchain-io-seed--983cfb3a,CarbonChain,https://www.crunchbase.com/organization/carbonchain-io,Seed,125000,USD,125000,2020-08-25,,,,CarbonChain provides a platform that enables companies in the polluting industries to track their supply chain greenhouse gas emissions.,"Logistics, Software, Supply Chain Management","London, England, United Kingdom, Europe",https://carbonchain.io/,,Seed,"Cell Capital, Pioneer Fund, Y Combinator"
