,Parent Company,Child Company,Child Description,split
827,Y Combinator,Blair,"Our funding stage is Seed. Blair finances students through Income-Share Agreements. Located in San Francisco, California, United States, North America. Involved in the following industries: Education, FinTech Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.3687082754063873
828,Y Combinator,GitStart,"Our funding stage is Pre-Seed. The modern way to scale your tech team Located in Walnut, California, United States, North America. Involved in the following industries: Enterprise Software, Mobile Apps, Software, Software Engineering, Web Development Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.0851191110281755
829,Y Combinator,Million Marker,"Our funding stage is Pre-Seed. Million Marker is a service for people to measure personal exposure to everyday environmental chemicals in their body Located in Berkeley, California, United States, North America. Involved in the following industries: Fitness, Health Care, Medical, Wellness Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.8515552013244176
830,Y Combinator,Probably Genetic,"Our funding stage is Seed. Probably Genetic helps rare genetic disease patients. Located in Karlsruhe, Baden-Wurttemberg, Germany, Europe. Involved in the following industries: Genetics, Health Diagnostics, Medical Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",1.6723841581939562
831,Y Combinator,Woody Library,"Our funding stage is Seed. Woody Library is the first subscription-based book sharing and rental platform Located in Shenzhen, Guangdong, China, Asia. Involved in the following industries: E-Commerce, Education, Hospitality, Internet, Rental, Training, Travel Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-0.07706408042730907
832,Y Combinator,Spire Health,"Our funding stage is Seed. Spire Health is the market leader in continuous respiration sensing and high-adherence, patient-friendly ambulatory monitoring. Located in San Francisco, California, United States, North America. Involved in the following industries: Apps, Fitness, Health Care, Mobile, Wearables, Wellness Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",0.25544914539087077
833,Y Combinator,ReverCare,"Our funding stage is Seed. ReverCare helps families navigate care for their elderly loved ones Located in New York, New York, United States, North America. Involved in the following industries: Elder Care, Health Care Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.2489332902745727
834,Y Combinator,Hatchways,"Our funding stage is Seed. Hatchways is a platform focused on making career transitions easier. Focused on web developers. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Artificial Intelligence, Education, Human Resources Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.02045116431539692
835,Y Combinator,TradeID,"Our funding stage is Seed. TradeID allows Indonesians to invest commission-free in Indonesian stocks and invest in fractional shares of US stocks from 1 app. Located in Jakarta, Jakarta Raya, Indonesia, Asia. Involved in the following industries: Apps, Financial Services, FinTech Our current investors include Plug and Play, Y Combinator. Funding amount (USD) so far is 150000.0.",-0.7754533938705084
836,Y Combinator,Lumineye,"Our funding stage is Pre-Seed. Lumineye is a manufacturing company. Located in Boise, Idaho, United States, North America. Involved in the following industries: Manufacturing, Public Safety Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",1.6463020252346106
837,Y Combinator,UpEquity,"Our funding stage is Pre-Seed. UpEquity is a tech-enabled mortgage platform. Located in Austin, Texas, United States, North America. Involved in the following industries: Financial Services, FinTech, Real Estate Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.0700268347826006
838,Y Combinator,Convex,"Our funding stage is Seed. Convex is a financial firm that offers investment banking and sell side advisory services. Located in Manchester, Manchester, United Kingdom, Europe. Involved in the following industries: Financial Services Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-1.9401104310784647
840,Y Combinator,Kern Systems,"Our funding stage is Pre-Seed. Kern Systems leverages the power of enzymes and software to create the world's most scalable DNA data storage infrastructure. Located in Brookline, Massachusetts, United States, North America. Involved in the following industries: Biotechnology, Life Science, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.7766611071788478
841,Y Combinator,"Lucid Drone Technologies, Inc.","Our funding stage is Seed. We build autonomous drones for labor-intensive tasks. Located in Charlotte, North Carolina, United States, North America. Involved in the following industries: Industrial Automation Our current investors include AltaIR Capital, Y Combinator. Funding amount (USD) so far is 150000.0.",-0.47826218572864837
843,Y Combinator,Percept.AI,"Our funding stage is Seed. AI support agent for your business that actually works Located in Sunnyvale, California, United States, North America. Involved in the following industries: Artificial Intelligence, CRM, Customer Service, Machine Learning, SaaS Our current investors include Hike Ventures, Y Combinator. Funding amount (USD) so far is unknown.",-1.4469885562608629
845,Y Combinator,Outtalent,"Our funding stage is Pre-Seed. Outtalent helps top software engineers from emerging markets get jobs abroad at companies like Google. Located in San Francisco, California, United States, North America. Involved in the following industries: E-Learning, Information Technology, Software Engineering, Training Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.8957040334865948
846,Y Combinator,Brave Care,"Our funding stage is Seed. Brave Care operates healthcare clinics intended to offer urgent childcare services. Located in Portland, Oregon, United States, North America. Involved in the following industries: Children, Health Care Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-2.1327906426846552
847,Y Combinator,Vorticity,"Our funding stage is Pre-Seed. Vorticity is a developer of domain specific accelerators with an initial focus on fluid dynamics. Located in Redwood City, California, United States, North America. Involved in the following industries: Architecture, Internet, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.8175955610573825
848,Y Combinator,MARS Auto,"Our funding stage is Seed. MARS Auto is  a self-driving technology to the commercial trucking industry. Located in Seoul, Seoul-t'ukpyolsi, South Korea, Asia. Involved in the following industries: Information Technology, Logistics, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.992716953455159
849,Y Combinator,Recidiviz,"Our funding stage is Pre-Seed. Recidiviz develops an extensible platform designed to power data-driven interventions in criminal justice. Located in San Francisco, California, United States, North America. Involved in the following industries: Analytics, Cloud Data Services, Legal, Legal Tech Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.6434800897381943
850,Y Combinator,Convictional,"Our funding stage is Seed. Convictional is a B2B Trade Enablement Network. We enabled buyers to source, onboard, and integrate with their trading partners. Located in Waterloo, Ontario, Canada, North America. Involved in the following industries: B2B, E-Commerce, Software, Trading Platform Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",1.436460319734233
851,Y Combinator,Fit to Form,"Our funding stage is Seed. Fit to Form is an online portal for shopping women dresses based on their exact measurements. Located in San Francisco, California, United States, North America. Involved in the following industries: E-Commerce, Fashion, Online Portals Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.3650717868124935
852,Y Combinator,BuildStream,"Our funding stage is Pre-Seed. The ISA backed labor marketplace for the infrastructure sector. Located in New York, New York, United States, North America. Involved in the following industries: Construction, Infrastructure, Marketplace, Renewable Energy Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.2624042033112204
853,Y Combinator,AirX,"Our funding stage is Seed. AirX is a management service company specializing in air transportation agency business and travel arrangement business. Located in Tokyo, Tokyo, Japan, Asia. Involved in the following industries: Air Transportation, Business Travel, Travel Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-0.5012115775151836
854,Y Combinator,VertoFX,"Our funding stage is Seed. VertoFX is a B2B currency exchange marketplace for international businesses. Located in Palo Alto, California, United States, North America. Involved in the following industries: Finance, FinTech, Marketplace, Payments, Small and Medium Businesses Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-1.3805478799123831
855,Y Combinator,Legacy,"Our funding stage is Seed. Legacy is a digital fertility clinic for men, founded at Harvard and backed by Y Combinator, Bain Capital Ventures, and Section 32. Located in Cambridge, Massachusetts, United States, North America. Involved in the following industries: Fertility, Genetics, Health Care, Men's, Personal Health Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",1.6720295856810008
856,Y Combinator,Lang API,"Our funding stage is Seed. LangAPI exists to help developers rapidly translate and localize their apps for users worldwide. Located in San Francisco, California, United States, North America. Involved in the following industries: Developer APIs, Mobile Apps, Translation Service Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.7632245810701245
858,Y Combinator,Traces,"Our funding stage is Pre-Seed. Traces lets you share digital messages anywhere in the world. To get messages, you have to be in the right place at the right time. Located in Palo Alto, California, United States, North America. Involved in the following industries: Apps, Digital Media, Messaging, PaaS, Security, Video Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.7592348451517954
859,Y Combinator,taxProper,"Our funding stage is Pre-Seed. taxProper is a property tax management platform that provides homeowners with tools to save money on their property taxes. Located in Chicago, Illinois, United States, North America. Involved in the following industries: Computer, FinTech, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",1.352634318840225
861,Y Combinator,ScholarMe,"Our funding stage is Seed. ScholarMe simplifies how high school and college students pay for college. Located in New York, New York, United States, North America. Involved in the following industries: EdTech, Financial Services, FinTech, Information Services, Information Technology Our current investors include BDMI, GSV Ventures, Paul Graham, Pioneer Fund, Y Combinator. Funding amount (USD) so far is 2700000.0.",-0.2628604313447837
862,Y Combinator,Sapling.ai,"Our funding stage is Seed. Sapling is the AI writing assistant for customer-facing teams. Located in San Francisco, California, United States, North America. Involved in the following industries: Artificial Intelligence, Information Technology, Machine Learning, Messaging, Software Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",0.16007207694250675
864,Y Combinator,Short Story,"Our funding stage is Pre-Seed. Short Story is a personal styling platform that curates personalized styles for petite women. Located in San Francisco, California, United States, North America. Involved in the following industries: E-Commerce, Fashion, Internet, Retail, Retail Technology Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.7944970875969399
866,Y Combinator,Zergo,"Our funding stage is Seed. Zergo is developing a nanotechnology-based in vitro health diagnostic. First application is a urine test for helping people get pregnant. Located in Kitchener, Ontario, Canada, North America. Involved in the following industries: Fertility, Health Diagnostics, Home Health Care, Nanotechnology, Personal Health, Sensor Our current investors include Lombardstreet Ventures, Y Combinator. Funding amount (USD) so far is 150000.0.",-2.128761992071794
867,Y Combinator,Embrace,"Our funding stage is Seed. Embrace is the only unified observability, error, and performance monitoring platform built for mobile. Located in Culver City, California, United States, North America. Involved in the following industries: Analytics, Developer Tools, Enterprise Software, Information Technology, Mobile Apps, Productivity Tools, SaaS, Software Our current investors include Rebel Fund, Y Combinator. Funding amount (USD) so far is 150000.0.",1.1309250725353228
868,Y Combinator,Asayer,"Our funding stage is Seed. Asayer is a frontend monitoring tool that helps developers reproduce bugs, aggregate errors and improve performance. Located in San Francisco, California, United States, North America. Involved in the following industries: Developer Tools, Internet, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.017823925273152467
869,Y Combinator,Dex,"Our funding stage is Pre-Seed. Dex is a personal CRM that gives you relationship superpowers. Located in San Francisco, California, United States, North America. Involved in the following industries: Computer, CRM, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",2.1143315324063185
870,Y Combinator,Beacons,"Our funding stage is Pre-Seed. Beacons is an online website platform for creators. Located in San Francisco, California, United States, North America. Involved in the following industries: Content Creators Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.8326630084028878
871,Y Combinator,GreenTiger,"Our funding stage is Seed. GreenTiger connects investors in emerging and developed markets. Located in Sunnyvale, California, United States, North America. Involved in the following industries: Financial Services, FinTech Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.2481474296738986
872,Y Combinator,Actiondesk,"Our funding stage is Pre-Seed. Actiondesk (YC S19) is a spreadsheet software that lets you import and refresh data from SQL, Stripe, Salesforce, Hubspot and more Located in Paris, Ile-de-France, France, Europe. Involved in the following industries: Information Services, Information Technology, SaaS, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.3511458542201188
873,Y Combinator,Room Service,"Our funding stage is Seed. Real time collaboration as a service. In the Y-Combinator S19 batch. Located in San Francisco, California, United States, North America. Involved in the following industries: Software Our current investors include Rebel Fund, Y Combinator. Funding amount (USD) so far is 150000.0.",0.24830448734717905
874,Y Combinator,Puzzl,"Our funding stage is Pre-Seed. Payroll infrastructure to help companies build their own payroll Located in San Francisco, California, United States, North America. Involved in the following industries: Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.31846969134031694
875,Y Combinator,Refinery,"Our funding stage is Pre-Seed. Link together Code Blocks from Refinery's repository to build your backend in a fraction of the time. Located in Seattle, Washington, United States, North America. Involved in the following industries: Cloud Computing, Cloud Infrastructure, Internet, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.371961540590352
876,Y Combinator,Windwalk Games,"Our funding stage is Seed. Windwalk Games is building the next generation of social games Located in Austin, Texas, United States, North America. Involved in the following industries: Computer, Digital Entertainment, Digital Media, Gaming, Online Games, PC Games, Video Games Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",0.7836878426557472
877,Y Combinator,Curri,"Our funding stage is Pre-Seed. Curri is a construction materials provider that develops a last-mile delivery app that connects supply stores to customers. Located in Los Angeles, California, United States, North America. Involved in the following industries: Building Material, Delivery, Delivery Service, Last Mile Transportation, Logistics Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.6276657599908263
878,Y Combinator,Dover,"Our funding stage is Seed. Build your recruiting engine. Located in San Francisco, California, United States, North America. Involved in the following industries: Recruiting, SaaS, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.12052847407995798
879,Y Combinator,Juno College of Technology,"Our funding stage is Seed. Juno College of Technology provides a comprehensive and accelerated training for students. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Career Planning, Higher Education, Information Technology, Web Development Our current investors include Alumni Ventures Group, Pioneer Fund, Rebel Fund, Y Combinator. Funding amount (USD) so far is 150000.0.",-0.619879067333503
880,Y Combinator,Intersect Labs,"Our funding stage is Pre-Seed. Intersect Labs offers services that enable intelligent decisions involving machine learning from spreadsheet data in 3 clicks. Located in San Diego, California, United States, North America. Involved in the following industries: Analytics, Artificial Intelligence, Machine Learning, Predictive Analytics Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.8373011005816023
881,Y Combinator,Marble Technologies,"Our funding stage is Seed. Marble Technologies is a startup provides cashier-free checkout kiosks for restaurants, running on iPads Located in San Francisco, California, United States, North America. Involved in the following industries: Restaurants Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.21439548826009433
882,Y Combinator,Skill Lync,"Our funding stage is Seed. Skill Lync is building an alternate engineering platform. Skill-Lync provides job leading engineering courses Located in Chennai, Tamil Nadu, India, Asia. Involved in the following industries: E-Learning, Education, Higher Education Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",2.0391711479724157
883,Y Combinator,Kaiya,"Our funding stage is Seed. Kaiya is a mobile platform for guided audio and video courses. Located in New York, New York, United States, North America. Involved in the following industries: Audio, Software, Video Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-0.7206683971670793
884,Y Combinator,NODE,"Our funding stage is Seed. A patent-pending system for zero emission homes, that solves the most acute problems in residential construction. Located in Seattle, Washington, United States, North America. Involved in the following industries: Clean Energy, CleanTech, Green Building, Social Entrepreneurship Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.22020715985352607
885,Y Combinator,Kuarti,"Our funding stage is Seed. Kuarti is a Mexican company that is part of the business accelerator with which Airbnb started Located in Mexico City, Distrito Federal, Mexico, North America. Involved in the following industries: unknown Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.3370589653833522
888,Y Combinator,Nomad Rides,"Our funding stage is Seed. Nomad Rides  is an application platform that provides commission-free ride-hailing service for drivers. Located in Carmel, Indiana, United States, North America. Involved in the following industries: Apps, Ride Sharing, Software, Travel Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.14781759981385512
889,Y Combinator,Safely Finance,"Our funding stage is Seed. We turn large up-front rental costs into approachable multi-month payments Located in Mountain View, California, United States, North America. Involved in the following industries: Consumer Lending, Financial Services, FinTech Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.28812277617225995
890,Y Combinator,Globe,"Our funding stage is Pre-Seed. Globe provides a real estate platform that allows people to live more comfortably. Located in San Francisco, California, United States, North America. Involved in the following industries: Internet, Privacy, Real Estate, Wellness Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.37074008714437573
892,Y Combinator,Compound,"Our funding stage is Seed. Compound is a venture capital firm that invests in bleeding-edge technology being built by outliers. Located in New York, New York, United States, North America. Involved in the following industries: Finance, Financial Services, Venture Capital Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-0.0029850717569706803
893,Y Combinator,Obie,"Our funding stage is Pre-Seed. Insurance and Risk Management for Real Estate Investors Located in Chicago, Illinois, United States, North America. Involved in the following industries: Commercial Insurance, Commercial Real Estate, Real Estate, Real Estate Investment Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.5245694132116958
894,Y Combinator,Axite Labs,"Our funding stage is Seed. Axite Labs is a company that aims of making scientific research more accessible. Located in San Francisco, California, United States, North America. Involved in the following industries: Finance, Market Research, Venture Capital Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-2.0438005432058772
896,Y Combinator,Lokulus,"Our funding stage is Seed. Lokulus offers a range of products and solutions that supercharge customer interactions through a series of AI and machine learning bots. Located in Stockport, Stockport, United Kingdom, Europe. Involved in the following industries: Artificial Intelligence, Information Services, Information Technology, Machine Learning, Software Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-0.7035436481826272
897,Y Combinator,Waves,"Our funding stage is Seed. Waves is a dating application that allows its users to find someone to fully express themselves with. Located in Sunnyvale, California, United States, North America. Involved in the following industries: Apps, Dating, Software Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.0572881355339687
898,Y Combinator,Apurata,"Our funding stage is Seed. Apurata provides better credit to 200mm underbanked Latin Americans. Located in Lima, Lima, Peru, South America. Involved in the following industries: Financial Services, FinTech, Internet Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.4327734198971698
899,Y Combinator,Lezzoo,"Our funding stage is Pre-Seed. Lezzoo offers on-demand delivery services. Located in Erbil, Arbil, Iraq, Asia. Involved in the following industries: Delivery Service, Food Delivery, Mobile Apps Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.535492998543887
900,Y Combinator,PredictLeads,"Our funding stage is Seed. PredictLeads provides business intelligence via clean APIs. Located in Ljubljana, Ljubljana Urban Commune, Slovenia, Europe. Involved in the following industries: Artificial Intelligence, B2B, Business Intelligence, Developer APIs, Machine Learning Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",0.9828044941414402
902,Y Combinator,Hutsy,"Our funding stage is Pre-Seed. Hutsy is a new way to buy a home for the modern home buyer. Located in Brooklyn, New York, United States, North America. Involved in the following industries: Information Technology, Real Estate Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",1.5827845104728264
903,Y Combinator,Kraftful,"Our funding stage is Pre-Seed. Kraftful develops smart home apps that control the smart home. Located in San Francisco, California, United States, North America. Involved in the following industries: Apps, Enterprise Software, Internet, Internet of Things, Smart Home Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.021840818636451095
905,Y Combinator,Kobo360,"Our funding stage is Series A. Kobo360 is a tech-enabled digital logistics platform that aggregates end-to-end haulage operations. Located in Lagos, Lagos, Nigeria, Africa. Involved in the following industries: Big Data, E-Commerce, Logistics, Retail, Supply Chain Management Our current investors include Asia Africa Investment & Consulting, Goldman Sachs, International Finance Corporation, TLcom Capital Partners, Y Combinator. Funding amount (USD) so far is 20000000.0.",-0.40236268457728247
906,Y Combinator,LAIKA,"Our funding stage is Seed. LAIKA is an e-commerce platform for pets that offers a variety of products and services. Located in Bogotá, Distrito Especial, Colombia, South America. Involved in the following industries: Consumer Goods, E-Commerce, Pet, Retail Our current investors include Justin Mateen, Y Combinator. Funding amount (USD) so far is unknown.",0.038374965163134184
907,Y Combinator,Mighty Buildings,"Our funding stage is Series A. Mighty Buildings is a developer of 3D printing technology and automation platform that makes housing more affordable for customers. Located in Oakland, California, United States, North America. Involved in the following industries: 3D Printing, Building Material, CAD, Construction Our current investors include Core Innovation Capital, Decent Capital, Foundamental, Giant Ventures, Khosla Ventures, Liquid 2 Ventures, Peak State Ventures, SQN Venture Partners, Y Combinator. Funding amount (USD) so far is 25823024.0.",1.6464922762255678
908,Y Combinator,CodeStream,"Our funding stage is Seed. CodeStream puts team chat directly into most popular IDEs, making it easier for developers to talk about code & write software together. Located in New York, New York, United States, North America. Involved in the following industries: Computer, Software, Web Development Our current investors include Bright Stone, David Carlick, PJC, S28 Capital, Y Combinator. Funding amount (USD) so far is 5500000.0.",0.6674286707644561
910,Y Combinator,nplex biosciences,"Our funding stage is Pre-Seed. NPlex Biosciences develops a proteomic technology platform designed to understand, detect, and treat diseases with DNA nanotechnology. Located in Montréal, Quebec, Canada, North America. Involved in the following industries: Biotechnology, Health Diagnostics, Market Research, Nanotechnology Our current investors include 2048 Ventures, Creative Destruction Lab, First Star Ventures, Real Ventures, Y Combinator. Funding amount (USD) so far is unknown.",-0.2536516150971217
911,Y Combinator,Lucira Health,"Our funding stage is Series B. Lucira Health is a biotechnology company that offers disposable test kits to detect RNA and DNA of infectious diseases. Located in Emeryville, California, United States, North America. Involved in the following industries: Biotechnology, Health Care, Health Diagnostics Our current investors include DCVC, Eclipse Ventures, EPIQ Capital Group, Seraph Group, Shangbay Capital, Sunstone Management, Y Combinator. Funding amount (USD) so far is 15000000.0.",-1.993713829388021
912,Y Combinator,Standard Cognition,"Our funding stage is Series B. Standard Cognition provides an autonomous checkout tool that can be installed into retailers’ existing stores. Located in San Francisco, California, United States, North America. Involved in the following industries: Artificial Intelligence, Machine Learning, Retail, Retail Technology, Shopping Our current investors include Amaranthine, CRV, EQT Ventures, Initialized Capital, Tiny Capital, Y Combinator. Funding amount (USD) so far is 35000000.0.",-0.5924490326812594
913,Y Combinator,Armory,"Our funding stage is Series B. Armory is an enterprise software company commercializing the open-source continuous delivery platform, Spinnaker. Located in San Mateo, California, United States, North America. Involved in the following industries: Cloud Computing, Cloud Infrastructure, Enterprise Applications, Enterprise Software, Information Technology, Internet, SaaS, Software Our current investors include Bain Capital Ventures, Crosslink Capital, Insight Partners, Javelin Venture Partners, Y Combinator. Funding amount (USD) so far is 28000000.0.",2.3550465680133836
914,Y Combinator,Aspire,"Our funding stage is Series A. #1 Business Neonank in SE Asia. Y-Combinator backed. Located in Singapore, Central Region, Singapore, Asia. Involved in the following industries: Banking, Financial Services, FinTech, Internet, Small and Medium Businesses Our current investors include Arc Labs, Beacon Venture Capital, Hummingbird Ventures, MassMutual Ventures Southeast Asia (MMV SEA), Picus Capital, Pioneer Fund, Y Combinator. Funding amount (USD) so far is 32500000.0.",0.5209593344887405
915,Y Combinator,Deepnote,"Our funding stage is Seed. Deepnote is a collaboration platform for data scientists. Located in San Francisco, California, United States, North America. Involved in the following industries: Analytics, Artificial Intelligence, Big Data, Cloud Data Services, Machine Learning, PaaS Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",-0.8342494366524535
916,Y Combinator,MyPetrolPump,"Our funding stage is Seed. MyPetrolPump provides doorstep delivery of fuels like diesel and petrol in specialized tamper proof miniature tanks. Located in Bangalore, Karnataka, India, Asia. Involved in the following industries: Delivery Service, Fuel, Retail Our current investors include Venture Highway, Y Combinator. Funding amount (USD) so far is 1620000.0.",0.6383535392184941
917,Y Combinator,AllSome,"Our funding stage is Seed. AllSome is a parcel tracking system that provides e-commerce fulfillment and logistic solutions for online sellers. Located in Shenzhen, Guangdong, China, Asia. Involved in the following industries: E-Commerce, Freight Service, Logistics, Packaging Services, Supply Chain Management Our current investors include 500 Startups, East Ventures, SOSV, Y Combinator. Funding amount (USD) so far is 1940000.0.",-0.8350166386062654
918,Y Combinator,FeaturePeek,"Our funding stage is Seed. Supercharged deployment previews for all Located in San Francisco, California, United States, North America. Involved in the following industries: Developer Tools, Internet, SaaS, Software, Web Development Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-1.1514258900036725
919,Y Combinator,Drip Capital,"Our funding stage is Series B. Drip Capital offers trade financing product targeted towards SMEs in developing markets. Located in Palo Alto, California, United States, North America. Involved in the following industries: Blockchain, Finance, Financial Services, FinTech Our current investors include Abstract Ventures, Accel, Bragiel Brothers, GC1 Ventures, Sequoia Capital India, Wing Venture Capital, Y Combinator. Funding amount (USD) so far is 25000000.0.",1.1179974928729561
920,Y Combinator,Benchling,"Our funding stage is Series C. Benchling is a cloud-based software platform for biology researchers and research and development organizations. Located in San Francisco, California, United States, North America. Involved in the following industries: Biotechnology, Enterprise Software, Life Science, Software Our current investors include Benchmark, Lead Edge Capital, Menlo Ventures, Thrive Capital, Y Combinator. Funding amount (USD) so far is 34500000.0.",0.04835272627005129
921,Y Combinator,Muzmatch,"Our funding stage is Series A. Muzmatch is the worlds biggest dating app for Muslims looking for their life partner. Backed by Y Combinator S17. Located in London, England, United Kingdom, Europe. Involved in the following industries: Apps, Dating, Mobile Apps Our current investors include Luxor Capital Group, Y Combinator. Funding amount (USD) so far is 7000000.0.",1.1985133652614943
922,Y Combinator,VertoFX,"Our funding stage is Seed. VertoFX is a B2B currency exchange marketplace for international businesses. Located in Palo Alto, California, United States, North America. Involved in the following industries: Finance, FinTech, Marketplace, Payments, Small and Medium Businesses Our current investors include ACE & Company, ADV, Oyster Ventures, Y Combinator. Funding amount (USD) so far is 2100000.0.",-1.163229081105112
923,Y Combinator,Rent the Backyard,"Our funding stage is Pre-Seed. Rent the Backyard builds backyard homes 40% more efficiently with cross laminated timber (CLT). Located in Oakland, California, United States, North America. Involved in the following industries: Building Material, Construction, Property Development, Real Estate Our current investors include Y Combinator. Funding amount (USD) so far is unknown.",1.67889688332127
924,Y Combinator,Tempo,"Our funding stage is Series A. Tempo is a home fitness platform, combining equipment, training guidance and social motivation with 3D sensors and artificial intelligence. Located in San Francisco, California, United States, North America. Involved in the following industries: 3D Technology, Artificial Intelligence, Fitness, Machine Learning, Wellness Our current investors include Bling Capital, Bradley Horowitz, DCM Ventures, Founders Fund, Khosla Ventures, SignalFire, Y Combinator. Funding amount (USD) so far is 17000000.0.",-0.2014855220685305
925,Y Combinator,Momentus,"Our funding stage is Series A. Momentus offers the infrastructure services necessary to enable enterprise and human existence to flourish in space. Located in Santa Clara, California, United States, North America. Involved in the following industries: Aerospace, Space Travel, Transportation Our current investors include ACE & Company, Drake Management, Lerner Enterprises, Liquid 2 Ventures, Mountain Nazca, Neue Fund, Prime Movers Lab, Quiet Capital, University of Wyoming Foundation, Y Combinator. Funding amount (USD) so far is 25500000.0.",-0.6326324138428375
926,Y Combinator,Berbix,"Our funding stage is Seed. Berbix develops identity verification software that uses machine learning techniques to instantly spot fraud. Located in San Francisco, California, United States, North America. Involved in the following industries: Developer APIs, Fraud Detection, Identity Management, Internet, Machine Learning, SaaS, Software Our current investors include Dream Machine, Fika Ventures, Initialized Capital, Liquid 2 Ventures, Y Combinator. Funding amount (USD) so far is 2500000.0.",0.83140489067144
927,Y Combinator,Notable Labs,"Our funding stage is Series B. Notable Labs provides personalized drug combination testing service for cancer patients. Located in Foster City, California, United States, North America. Involved in the following industries: Biotechnology, Health Care Our current investors include 11.2 Capital, Alumni Ventures Group, B Capital Group, First Round Capital, Founders Fund, Industry Ventures, Lifeforce Capital, Westwood Ventures, Y Combinator. Funding amount (USD) so far is 40000000.0.",0.8019522826712072
929,Y Combinator,Digi-Prex,"Our funding stage is Seed. Holistic Platform for Chronic Disease Management Located in San Francisco, California, United States, North America. Involved in the following industries: Delivery, E-Commerce, Health Care, Health Insurance, Hospital, Information Technology, Pharmaceutical Our current investors include Y Combinator. Funding amount (USD) so far is 150000.0.",-0.9199282056899323
